word;strength;polarity;
3256;ineloquently;strongsubj;negative
3257;inept;strongsubj;negative
3258;ineptitude;strongsubj;negative
3259;ineptly;strongsubj;negative
3260;inequalities;weaksubj;negative
3261;inequality;strongsubj;negative
3262;inequitable;strongsubj;negative
3263;inequitably;strongsubj;negative
3264;inequities;strongsubj;negative
3265;inertia;weaksubj;negative
3266;inescapable;strongsubj;negative
3267;inescapably;strongsubj;negative
3268;inessential;strongsubj;negative
3269;inestimable;strongsubj;positive
3270;inestimably;strongsubj;positive
3271;inevitable;strongsubj;negative
3272;inevitably;strongsubj;negative
3273;inexact;weaksubj;negative
3274;inexcusable;strongsubj;negative
3275;inexcusably;strongsubj;negative
3276;inexorable;strongsubj;negative
3277;inexorably;strongsubj;negative
3278;inexpensive;weaksubj;positive
3279;inexperience;weaksubj;negative
3280;inexperienced;weaksubj;negative
3281;inexpert;weaksubj;negative
3282;inexpertly;weaksubj;negative
3283;inexpiable;strongsubj;negative
3284;inexplainable;strongsubj;negative
3285;inexplicable;strongsubj;negative
3286;inextricable;strongsubj;negative
3287;inextricably;strongsubj;negative
3288;infallible;strongsubj;positive
3289;infallibly;strongsubj;positive
3290;infallibility;strongsubj;positive
3291;infamous;strongsubj;negative
3292;infamously;strongsubj;negative
3293;infamy;strongsubj;negative
3294;infatuated;strongsubj;both
3295;infected;weaksubj;negative
3296;inferior;strongsubj;negative
3297;inferiority;strongsubj;negative
3298;infernal;strongsubj;negative
3299;infest;weaksubj;negative
3300;infested;weaksubj;negative
3301;infidel;strongsubj;negative
3302;infidels;strongsubj;negative
3303;infiltrator;weaksubj;negative
3304;infiltrators;weaksubj;negative
3305;infirm;strongsubj;negative
3306;inflame;strongsubj;negative
3307;inflammatory;strongsubj;negative
3308;inflated;weaksubj;negative
3309;inflationary;weaksubj;negative
3310;inflexible;strongsubj;negative
3311;inflict;strongsubj;negative
3312;influential;weaksubj;positive
3313;informative;weaksubj;positive
3314;infraction;weaksubj;negative
3315;infringe;strongsubj;negative
3316;infringement;strongsubj;negative
3317;infringements;strongsubj;negative
3318;infuriate;strongsubj;negative
3319;infuriated;strongsubj;negative
3320;infuriating;strongsubj;negative
3321;infuriatingly;strongsubj;negative
3322;ingenious;strongsubj;positive
3323;ingeniously;strongsubj;positive
3324;ingenuity;strongsubj;positive
3325;ingenuous;strongsubj;positive
3326;ingenuously;strongsubj;positive
3327;inglorious;strongsubj;negative
3328;ingrate;strongsubj;negative
3329;ingratiate;strongsubj;positive
3330;ingratiating;strongsubj;positive
3331;ingratiatingly;strongsubj;positive
3332;ingratitude;strongsubj;negative
3333;inhibit;weaksubj;negative
3334;inhibition;weaksubj;negative
3335;inhospitable;strongsubj;negative
3336;inhospitality;strongsubj;negative
3337;inhuman;strongsubj;negative
3338;inhumane;strongsubj;negative
3339;inhumanity;strongsubj;negative
3340;inimical;strongsubj;negative
3341;inimically;strongsubj;negative
3342;iniquitous;strongsubj;negative
3343;iniquity;strongsubj;negative
3344;injudicious;strongsubj;negative
3345;injure;weaksubj;negative
3346;injurious;weaksubj;negative
3347;injury;weaksubj;negative
3348;injustice;strongsubj;negative
3349;injustices;strongsubj;negative
3350;innocence;weaksubj;positive
3351;innocent;weaksubj;positive
3352;innocently;weaksubj;positive
3353;innocuous;strongsubj;positive
3354;innovation;weaksubj;positive
3355;innovative;weaksubj;positive
3356;innuendo;strongsubj;negative
3357;inoffensive;strongsubj;positive
3358;inopportune;strongsubj;negative
3359;inordinate;strongsubj;negative
3360;inordinately;strongsubj;negative
3361;inquisitive;strongsubj;positive
3362;insane;strongsubj;negative
3363;insanely;strongsubj;negative
3364;insanity;strongsubj;negative
3365;insatiable;strongsubj;negative
3366;insecure;weaksubj;negative
3367;insecurity;strongsubj;negative
3368;insensible;weaksubj;negative
3369;insensitive;strongsubj;negative
3370;insensitively;strongsubj;negative
3371;insensitivity;strongsubj;negative
3372;insidious;strongsubj;negative
3373;insidiously;strongsubj;negative
3374;insight;strongsubj;positive
3375;insightful;strongsubj;positive
3376;insightfully;strongsubj;positive
3377;insignificance;weaksubj;negative
3378;insignificant;weaksubj;negative
3379;insignificantly;weaksubj;negative
3380;insincere;strongsubj;negative
3381;insincerely;strongsubj;negative
3382;insincerity;strongsubj;negative
3383;insinuate;strongsubj;negative
3384;insinuating;strongsubj;negative
3385;insinuation;strongsubj;negative
3386;insist;strongsubj;positive
3387;insistence;weaksubj;positive
3388;insistent;strongsubj;positive
3389;insistently;strongsubj;positive
3390;insociable;strongsubj;negative
3391;isolation;weaksubj;negative
3392;insolence;strongsubj;negative
3393;insolent;strongsubj;negative
3394;insolently;strongsubj;negative
3395;insolvent;weaksubj;negative
3396;insouciance;strongsubj;negative
3397;inspiration;strongsubj;positive
3398;inspirational;strongsubj;positive
3399;inspire;strongsubj;positive
3400;inspiring;strongsubj;positive
3401;instability;weaksubj;negative
3402;instable;weaksubj;negative
3403;instigate;strongsubj;negative
3404;instigator;strongsubj;negative
3405;instigators;strongsubj;negative
3406;instructive;weaksubj;positive
3407;instrumental;weaksubj;positive
3408;insubordinate;weaksubj;negative
3409;insubstantial;strongsubj;negative
3410;insubstantially;strongsubj;negative
3411;insufferable;strongsubj;negative
3412;insufferably;strongsubj;negative
3413;insufficiency;weaksubj;negative
3414;insufficient;weaksubj;negative
3415;insufficiently;weaksubj;negative
3416;insular;weaksubj;negative
3417;insult;strongsubj;negative
3418;insulted;strongsubj;negative
3419;insulting;strongsubj;negative
3420;insultingly;strongsubj;negative
3421;insupportable;strongsubj;negative
3422;insupportably;strongsubj;negative
3423;insurmountable;weaksubj;negative
3424;insurmountably;weaksubj;negative
3425;insurrection;weaksubj;negative
3426;intact;weaksubj;positive
3427;integral;weaksubj;positive
3428;integrity;strongsubj;positive
3429;intelligent;strongsubj;positive
3430;intelligence;weaksubj;positive
3431;intelligible;strongsubj;positive
3432;intercede;weaksubj;positive
3433;interest;weaksubj;positive
3434;interested;weaksubj;positive
3435;interesting;strongsubj;positive
3436;interests;weaksubj;positive
3437;interfere;weaksubj;negative
3438;interference;weaksubj;negative
3439;intermittent;weaksubj;negative
3440;interrupt;weaksubj;negative
3441;interruption;weaksubj;negative
3442;intimacy;strongsubj;positive
3443;intimate;weaksubj;positive
3444;intimidate;weaksubj;negative
3445;intimidating;strongsubj;negative
3446;intimidatingly;strongsubj;negative
3447;intimidation;weaksubj;negative
3448;intolerable;strongsubj;negative
3449;intolerablely;strongsubj;negative
3450;intolerance;strongsubj;negative
3451;intolerant;strongsubj;negative
3452;intoxicate;weaksubj;negative
3453;intractable;weaksubj;negative
3454;intransigence;strongsubj;negative
3455;intransigent;strongsubj;negative
3456;intricate;weaksubj;positive
3457;intrigue;strongsubj;positive
3458;intriguing;strongsubj;positive
3459;intriguingly;strongsubj;positive
3460;intrude;strongsubj;negative
3461;intrusion;weaksubj;negative
3462;intrusive;strongsubj;negative
3463;intuitive;strongsubj;positive
3464;inundate;strongsubj;negative
3465;inundated;strongsubj;negative
3466;invader;weaksubj;negative
3467;invalid;strongsubj;negative
3468;invalidate;strongsubj;negative
3469;invalidity;strongsubj;negative
3470;invaluable;strongsubj;positive
3471;invaluablely;strongsubj;positive
3472;invasive;weaksubj;negative
3473;invective;strongsubj;negative
3474;inveigle;strongsubj;negative
3475;inventive;weaksubj;positive
3476;invidious;strongsubj;negative
3477;invidiously;strongsubj;negative
3478;invidiousness;strongsubj;negative
3479;invigorate;weaksubj;positive
3480;invigorating;strongsubj;positive
3481;invincibility;strongsubj;positive
3482;invincible;strongsubj;positive
3483;inviolable;strongsubj;positive
3484;inviolate;strongsubj;positive
3485;invulnerable;strongsubj;positive
3486;involuntarily;weaksubj;negative
3487;involuntary;weaksubj;negative
3488;irate;strongsubj;negative
3489;irately;strongsubj;negative
3490;ire;strongsubj;negative
3491;irk;strongsubj;negative
3492;irksome;strongsubj;negative
3493;ironic;strongsubj;negative
3494;ironies;strongsubj;negative
3495;irony;strongsubj;negative
3496;irrational;strongsubj;negative
3497;irrationality;strongsubj;negative
3498;irrationally;strongsubj;negative
3499;irreconcilable;strongsubj;negative
3500;irredeemable;strongsubj;negative
3501;irredeemably;strongsubj;negative
3502;irreformable;strongsubj;negative
3503;irrefutable;strongsubj;positive
3504;irrefutably;strongsubj;positive
3505;irregular;weaksubj;negative
3506;irregularity;weaksubj;negative
3507;irrelevance;strongsubj;negative
3508;irrelevant;strongsubj;negative
3509;irreparable;strongsubj;negative
3510;irreplacible;strongsubj;negative
3511;irrepressible;strongsubj;negative
3512;irreproachable;strongsubj;positive
3513;irresistible;strongsubj;positive
3514;irresistibly;strongsubj;positive
3515;irresolute;strongsubj;negative
3516;irresolvable;weaksubj;negative
3517;irresponsible;strongsubj;negative
3518;irresponsibly;strongsubj;negative
3519;irretrievable;weaksubj;negative
3520;irreverence;strongsubj;negative
3521;irreverent;strongsubj;negative
3522;irreverently;strongsubj;negative
3523;irreversible;strongsubj;negative
3524;irritable;strongsubj;negative
3525;irritably;strongsubj;negative
3526;irritant;weaksubj;negative
3527;irritate;strongsubj;negative
3528;irritated;strongsubj;negative
3529;irritating;strongsubj;negative
3530;irritation;strongsubj;negative
3531;isolate;weaksubj;negative
3532;isolated;weaksubj;negative
3533;itch;strongsubj;negative
3534;jabber;strongsubj;negative
3535;jaded;strongsubj;negative
3536;jam;weaksubj;negative
3537;jar;weaksubj;negative
3538;jaundiced;strongsubj;negative
3539;jauntily;strongsubj;positive
3540;jaunty;strongsubj;positive
3541;jealous;strongsubj;negative
3542;jealously;strongsubj;negative
3543;jealousness;strongsubj;negative
3544;jealousy;strongsubj;negative
3545;jeer;strongsubj;negative
3546;jeering;strongsubj;negative
3547;jeeringly;strongsubj;negative
3548;jeers;strongsubj;negative
3549;jeopardize;strongsubj;negative
3550;jeopardy;strongsubj;negative
3551;jerk;strongsubj;negative
3552;jest;strongsubj;positive
3553;jittery;strongsubj;negative
3554;jobless;weaksubj;negative
3555;joke;strongsubj;positive
3556;joker;strongsubj;negative
3557;jollify;weaksubj;positive
3558;jolly;strongsubj;positive
3559;jolt;weaksubj;negative
3560;jovial;strongsubj;positive
3561;joy;strongsubj;positive
3562;joyful;strongsubj;positive
3563;joyfully;strongsubj;positive
3564;joyless;strongsubj;positive
3565;joyous;strongsubj;positive
3566;joyously;strongsubj;positive
3567;jubilant;strongsubj;positive
3568;jubilantly;strongsubj;positive
3569;jubilate;strongsubj;positive
3570;jubilation;strongsubj;positive
3571;judicious;strongsubj;positive
3572;jumpy;weaksubj;negative
3573;junk;weaksubj;negative
3574;junky;weaksubj;negative
3575;just;strongsubj;positive
3576;just;weaksubj;positive
3577;justice;weaksubj;positive
3578;justifiable;strongsubj;positive
3579;justifiably;strongsubj;positive
3580;justification;strongsubj;positive
3581;justify;strongsubj;positive
3582;justly;strongsubj;positive
3583;juvenile;weaksubj;negative
3584;kaput;strongsubj;negative
3585;keen;strongsubj;positive
3586;keen;strongsubj;negative
3587;keenly;strongsubj;positive
3588;keenness;strongsubj;positive
3589;kemp;strongsubj;positive
3590;kick;strongsubj;negative
3591;kid;strongsubj;positive
3592;kill;weaksubj;negative
3593;killer;weaksubj;negative
3594;killjoy;strongsubj;negative
3595;kind;strongsubj;positive
3596;kindly;strongsubj;positive
3597;kindliness;strongsubj;positive
3598;kindness;strongsubj;positive
3599;kingmaker;strongsubj;positive
3600;kiss;weaksubj;positive
3601;knave;strongsubj;negative
3602;knife;weaksubj;negative
3603;knock;weaksubj;negative
3604;knowledgeable;strongsubj;positive
3605;kook;strongsubj;negative
3606;kooky;strongsubj;negative
3607;lack;strongsubj;negative
3608;lackadaisical;strongsubj;negative
3609;lackey;strongsubj;negative
3610;lackeys;strongsubj;negative
3611;lacking;strongsubj;negative
3612;lackluster;strongsubj;negative
3613;laconic;strongsubj;negative
3614;lag;weaksubj;negative
3615;lambast;strongsubj;negative
3616;lambaste;strongsubj;negative
3617;lame;weaksubj;negative
3618;lameduck;strongsubj;negative
3619;lament;strongsubj;negative
3620;lamentable;strongsubj;negative
3621;lamentably;strongsubj;negative
3622;languid;strongsubj;negative
3623;languish;strongsubj;negative
3624;lanky;weaksubj;negative
3625;languor;strongsubj;negative
3626;languorous;strongsubj;negative
3627;languorously;strongsubj;negative
3628;lapse;weaksubj;negative
3629;large;weaksubj;positive
3630;lark;strongsubj;positive
3631;lascivious;strongsubj;negative
3632;lastditch;strongsubj;negative
3633;laud;strongsubj;positive
3634;laudable;strongsubj;positive
3635;laudably;strongsubj;positive
3636;laugh;strongsubj;negative
3637;laughable;strongsubj;negative
3638;laughably;strongsubj;negative
3639;laughingstock;strongsubj;negative
3640;laughter;strongsubj;negative
3641;lavish;strongsubj;positive
3642;lavishly;strongsubj;positive
3643;lawabiding;strongsubj;positive
3644;lawbreaker;strongsubj;negative
3645;lawbreaking;strongsubj;negative
3646;lawful;weaksubj;positive
3647;lawfully;weaksubj;positive
3648;lawless;strongsubj;negative
3649;lawlessness;strongsubj;negative
3650;lax;strongsubj;negative
3651;lazy;strongsubj;negative
3652;leading;weaksubj;positive
3653;leak;weaksubj;negative
3654;leakage;weaksubj;negative
3655;leaky;weaksubj;negative
3656;lean;weaksubj;positive
3657;learning;weaksubj;positive
3658;learned;weaksubj;positive
3659;least;weaksubj;negative
3660;lech;strongsubj;negative
3661;lecher;strongsubj;negative
3662;lecherous;strongsubj;negative
3663;lechery;strongsubj;negative
3664;lecture;weaksubj;negative
3665;leech;strongsubj;negative
3666;leer;strongsubj;negative
3667;leery;strongsubj;negative
3668;leftleaning;strongsubj;negative
3669;legendary;weaksubj;positive
3670;legitimacy;weaksubj;positive
3671;legitimate;weaksubj;positive
3672;legitimately;weaksubj;positive
3673;lenient;weaksubj;positive
3674;leniently;weaksubj;positive
3675;less;weaksubj;negative
3676;lessdeveloped;weaksubj;negative
3677;lessexpensive;weaksubj;positive
3678;lessen;weaksubj;negative
3679;lesser;weaksubj;negative
3680;lesserknown;weaksubj;negative
3681;letch;strongsubj;negative
3682;lethal;weaksubj;negative
3683;lethargic;weaksubj;negative
3684;lethargy;weaksubj;negative
3685;leverage;weaksubj;positive
3686;levity;strongsubj;positive
3687;lewd;strongsubj;negative
3688;lewdly;strongsubj;negative
3689;lewdness;strongsubj;negative
3690;liable;weaksubj;negative
3691;liability;strongsubj;negative
3692;liar;strongsubj;negative
3693;liars;strongsubj;negative
3694;liberal;weaksubj;positive
3695;liberation;weaksubj;positive
3696;liberalism;weaksubj;positive
3697;liberally;weaksubj;positive
3698;liberate;strongsubj;positive
3699;liberty;strongsubj;positive
3700;licentious;strongsubj;negative
3701;licentiously;strongsubj;negative
3702;licentiousness;strongsubj;negative
3703;lie;strongsubj;negative
3704;lie;weaksubj;negative
3705;lier;strongsubj;negative
3706;lies;strongsubj;negative
3707;lifethreatening;weaksubj;negative
3708;lifeblood;strongsubj;positive
3709;lifeless;weaksubj;negative
3710;lifelong;weaksubj;positive
3711;light;weaksubj;positive
3712;lighthearted;strongsubj;positive
3713;lighten;weaksubj;positive
3714;likable;strongsubj;positive
3715;like;strongsubj;positive
3716;liking;strongsubj;positive
3717;limit;weaksubj;negative
3718;limitation;weaksubj;negative
3719;limited;weaksubj;negative
3720;limp;strongsubj;negative
3721;lionhearted;strongsubj;positive
3722;listless;strongsubj;negative
3723;literate;weaksubj;positive
3724;litigious;strongsubj;negative
3725;little;strongsubj;negative
3726;littleknown;strongsubj;negative
3727;live;weaksubj;positive
3728;lively;strongsubj;positive
3729;livid;strongsubj;negative
3730;lividly;strongsubj;negative
3731;loath;strongsubj;negative
3732;loathe;strongsubj;negative
3733;loathing;strongsubj;negative
3734;loathly;strongsubj;negative
3735;loathsome;strongsubj;negative
3736;loathsomely;strongsubj;negative
3737;lofty;strongsubj;positive
3738;logical;weaksubj;positive
3739;lone;strongsubj;negative
3740;loneliness;strongsubj;negative
3741;lonely;strongsubj;negative
3742;lonesome;strongsubj;negative
3743;long;strongsubj;negative
3744;longing;strongsubj;negative
3745;longingly;strongsubj;negative
3746;loophole;strongsubj;negative
3747;loopholes;strongsubj;negative
3748;loot;strongsubj;negative
3749;lorn;strongsubj;negative
3750;losing;strongsubj;negative
3751;lose;weaksubj;negative
3752;loser;weaksubj;negative
3753;loss;weaksubj;negative
3754;lost;weaksubj;negative
3755;lousy;strongsubj;negative
3756;lovable;strongsubj;positive
3757;lovably;strongsubj;positive
3758;love;strongsubj;positive
3759;loveless;strongsubj;negative
3760;loveliness;strongsubj;positive
3761;lovelorn;strongsubj;negative
3762;lover;strongsubj;positive
3763;lovely;strongsubj;positive
3764;low;weaksubj;negative
3765;lowcost;weaksubj;positive
3766;lowrated;strongsubj;negative
3767;lowrisk;weaksubj;positive
3768;lowerpriced;weaksubj;positive
3769;lowly;strongsubj;negative
3770;loyal;weaksubj;positive
3771;loyalty;strongsubj;positive
3772;lucid;strongsubj;positive
3773;lucidly;strongsubj;positive
3774;luck;strongsubj;positive
3775;luckier;strongsubj;positive
3776;luckiest;strongsubj;positive
3777;luckily;strongsubj;positive
3778;luckiness;strongsubj;positive
3779;lucky;strongsubj;positive
3780;lucrative;weaksubj;positive
3781;ludicrous;strongsubj;negative
3782;ludicrously;strongsubj;negative
3783;lugubrious;strongsubj;negative
3784;lukewarm;strongsubj;negative
3785;lull;weaksubj;negative
3786;luminous;weaksubj;positive
3787;lunatic;strongsubj;negative
3788;lunaticism;strongsubj;negative
3789;lurch;strongsubj;negative
3790;lure;strongsubj;negative
3791;lurid;strongsubj;negative
3792;lurk;strongsubj;negative
3793;lurking;strongsubj;negative
3794;lush;strongsubj;positive
3795;lust;strongsubj;both
3796;luster;strongsubj;positive
3797;lustrous;strongsubj;positive
3798;luxuriant;strongsubj;positive
3799;luxuriate;weaksubj;positive
3800;luxurious;strongsubj;positive
3801;luxuriously;strongsubj;positive
3802;luxury;strongsubj;positive
3803;lying;strongsubj;negative
3804;lyrical;strongsubj;positive
3805;macabre;strongsubj;negative
3806;mad;strongsubj;negative
3807;madden;strongsubj;negative
3808;maddening;strongsubj;negative
3809;maddeningly;strongsubj;negative
3810;madder;strongsubj;negative
3811;madly;strongsubj;negative
3812;madman;strongsubj;negative
3813;madness;strongsubj;negative
3814;magic;strongsubj;positive
3815;magical;strongsubj;positive
3816;magnanimous;strongsubj;positive
3817;magnanimously;strongsubj;positive
3818;magnetic;weaksubj;positive
3819;magnificence;strongsubj;positive
3820;magnificent;strongsubj;positive
3821;magnificently;strongsubj;positive
3822;magnify;weaksubj;positive
3823;majestic;strongsubj;positive
3824;majesty;strongsubj;positive
3825;maladjusted;strongsubj;negative
3826;maladjustment;strongsubj;negative
3827;malady;weaksubj;negative
3828;malaise;weaksubj;negative
3829;malcontent;strongsubj;negative
3830;malcontented;strongsubj;negative
3831;maledict;strongsubj;negative
3832;malevolence;strongsubj;negative
3833;malevolent;strongsubj;negative
3834;malevolently;strongsubj;negative
3835;malice;strongsubj;negative
3836;malicious;strongsubj;negative
3837;maliciously;strongsubj;negative
3838;maliciousness;strongsubj;negative
3839;malign;strongsubj;negative
3840;malignant;weaksubj;negative
3841;malodorous;strongsubj;negative
3842;maltreatment;strongsubj;negative
3843;manageable;weaksubj;positive
3844;maneuver;weaksubj;negative
3845;mangle;strongsubj;negative
3846;mania;strongsubj;negative
3847;maniac;strongsubj;negative
3848;maniacal;strongsubj;negative
3849;manic;strongsubj;negative
3850;manifest;strongsubj;positive
3851;manipulate;weaksubj;negative
3852;manipulation;weaksubj;negative
3853;manipulative;strongsubj;negative
3854;manipulators;strongsubj;negative
3855;manly;strongsubj;positive
3856;mannerly;strongsubj;positive
3857;mar;strongsubj;negative
3858;marginal;weaksubj;negative
3859;marginally;weaksubj;negative
3860;martyrdom;strongsubj;negative
3861;martyrdomseeking;strongsubj;negative
3862;marvel;strongsubj;positive
3863;marvellous;strongsubj;positive
3864;marvelous;strongsubj;positive
3865;marvelously;strongsubj;positive
3866;marvelousness;strongsubj;positive
3867;marvels;strongsubj;positive
3868;massacre;strongsubj;negative
3869;massacres;strongsubj;negative
3870;master;strongsubj;positive
3871;masterful;strongsubj;positive
3872;masterfully;strongsubj;positive
3873;masterpiece;strongsubj;positive
3874;masterpieces;strongsubj;positive
3875;masters;strongsubj;positive
3876;mastery;strongsubj;positive
3877;matchless;strongsubj;positive
3878;mature;weaksubj;positive
3879;maturely;weaksubj;positive
3880;maturity;weaksubj;positive
3881;maverick;strongsubj;negative
3882;mawkish;strongsubj;negative
3883;mawkishly;strongsubj;negative
3884;mawkishness;strongsubj;negative
3885;maxidevaluation;strongsubj;negative
3886;maximize;strongsubj;positive
3887;meager;strongsubj;negative
3888;mean;strongsubj;negative
3889;meaningful;strongsubj;positive
3890;meaningless;strongsubj;negative
3891;meanness;strongsubj;negative
3892;meddle;strongsubj;negative
3893;meddlesome;strongsubj;negative
3894;mediocre;strongsubj;negative
3895;mediocrity;strongsubj;negative
3896;meek;strongsubj;positive
3897;melancholy;strongsubj;negative
3898;mellow;strongsubj;positive
3899;melodramatic;strongsubj;negative
3900;melodramatically;strongsubj;negative
3901;memorable;strongsubj;positive
3902;memorialize;strongsubj;positive
3903;menace;strongsubj;negative
3904;menacing;strongsubj;negative
3905;menacingly;strongsubj;negative
3906;mend;weaksubj;positive
3907;mendacious;strongsubj;negative
3908;mendacity;strongsubj;negative
3909;menial;weaksubj;negative
3910;mentor;weaksubj;positive
3911;merciful;strongsubj;positive
3912;mercifully;strongsubj;positive
3913;merciless;strongsubj;negative
3914;mercilessly;strongsubj;negative
3915;mercy;strongsubj;positive
3916;mere;strongsubj;negative
3917;merely;strongsubj;negative
3918;merit;strongsubj;positive
3919;meritorious;strongsubj;positive
3920;merrily;strongsubj;positive
3921;merriment;strongsubj;positive
3922;merriness;strongsubj;positive
3923;merry;strongsubj;positive
3924;mesmerize;strongsubj;positive
3925;mesmerizing;strongsubj;positive
3926;mesmerizingly;strongsubj;positive
3927;mess;strongsubj;negative
3928;messy;weaksubj;negative
3929;meticulous;weaksubj;positive
3930;meticulously;weaksubj;positive
3931;midget;strongsubj;negative
3932;miff;weaksubj;negative
3933;might;strongsubj;positive
3934;mightily;strongsubj;positive
3935;mighty;strongsubj;positive
3936;mild;weaksubj;positive
3937;militancy;strongsubj;negative
3938;mind;weaksubj;negative
3939;mindful;strongsubj;positive
3940;mindless;strongsubj;negative
3941;mindlessly;strongsubj;negative
3942;minister;weaksubj;positive
3943;miracle;strongsubj;positive
3944;miracles;strongsubj;positive
3945;miraculous;strongsubj;positive
3946;miraculously;strongsubj;positive
3947;miraculousness;strongsubj;positive
3948;mirage;strongsubj;negative
3949;mire;strongsubj;negative
3950;mirth;strongsubj;positive
3951;misapprehend;weaksubj;negative
3952;misbecoming;strongsubj;negative
3953;misbecome;strongsubj;negative
3954;misbegotten;strongsubj;negative
3955;misbehave;strongsubj;negative
3956;misbehavior;strongsubj;negative
3957;miscalculate;weaksubj;negative
3958;miscalculation;weaksubj;negative
3959;mischief;strongsubj;negative
3960;mischievous;strongsubj;negative
3961;mischievously;strongsubj;negative
3962;misconception;strongsubj;negative
3963;misconceptions;strongsubj;negative
3964;miscreant;strongsubj;negative
3965;miscreants;strongsubj;negative
3966;misdirection;strongsubj;negative
3967;miser;strongsubj;negative
3968;miserly;strongsubj;negative
3969;miserable;strongsubj;negative
3970;miserableness;strongsubj;negative
3971;miserably;strongsubj;negative
3972;miseries;strongsubj;negative
3973;misery;strongsubj;negative
3974;misfit;strongsubj;negative
3975;misfortune;strongsubj;negative
3976;misgiving;strongsubj;negative
3977;misgivings;strongsubj;negative
3978;misguidance;strongsubj;negative
3979;misguide;strongsubj;negative
3980;misguided;strongsubj;negative
3981;mishandle;strongsubj;negative
3982;mishap;strongsubj;negative
3983;misinform;strongsubj;negative
3984;misinformed;strongsubj;negative
3985;misinterpret;strongsubj;negative
3986;misjudge;strongsubj;negative
3987;misjudgment;strongsubj;negative
3988;mislead;strongsubj;negative
3989;misleading;strongsubj;negative
3990;misleadingly;strongsubj;negative
3991;mislike;strongsubj;negative
3992;mismanage;strongsubj;negative
3993;misread;strongsubj;negative
3994;misreading;strongsubj;negative
3995;misrepresent;strongsubj;negative
3996;misrepresentation;strongsubj;negative
3997;miss;weaksubj;negative
3998;misstatement;strongsubj;negative
3999;mistake;strongsubj;negative
4000;mistaken;strongsubj;negative
4001;mistakenly;strongsubj;negative
4002;mistakes;strongsubj;negative
4003;mistrust;strongsubj;negative
4004;mistrustful;strongsubj;negative
4005;mistrustfully;strongsubj;negative
4006;misunderstand;strongsubj;negative
4007;misunderstood;strongsubj;negative
4008;misunderstanding;strongsubj;negative
4009;misunderstandings;strongsubj;negative
4010;misuse;strongsubj;negative
4011;moan;strongsubj;negative
4012;mock;strongsubj;negative
4013;mockeries;strongsubj;negative
4014;mockery;strongsubj;negative
4015;mocking;strongsubj;negative
4016;mockingly;strongsubj;negative
4017;moderate;strongsubj;positive
4018;moderation;strongsubj;positive
4019;modern;weaksubj;positive
4020;modest;weaksubj;positive
4021;modesty;weaksubj;positive
4022;molest;strongsubj;negative
4023;molestation;strongsubj;negative
4024;mollify;strongsubj;positive
4025;momentous;strongsubj;positive
4026;monotonous;strongsubj;negative
4027;monotony;strongsubj;negative
4028;monster;strongsubj;negative
4029;monstrosities;strongsubj;negative
4030;monstrosity;strongsubj;negative
4031;monstrous;strongsubj;negative
4032;monstrously;strongsubj;negative
4033;monumental;strongsubj;positive
4034;monumentally;strongsubj;positive
4035;moody;strongsubj;negative
4036;moon;weaksubj;negative
4037;moot;weaksubj;negative
4038;mope;weaksubj;negative
4039;moral;strongsubj;positive
4040;morality;strongsubj;positive
4041;moralize;strongsubj;positive
4042;morbid;strongsubj;negative
4043;morbidly;strongsubj;negative
4044;mordant;strongsubj;negative
4045;mordantly;strongsubj;negative
4046;moribund;strongsubj;negative
4047;mortification;strongsubj;negative
4048;mortified;strongsubj;negative
4049;mortify;strongsubj;negative
4050;mortifying;strongsubj;negative
4051;motionless;weaksubj;negative
4052;motivate;strongsubj;positive
4053;motivated;strongsubj;positive
4054;motivation;strongsubj;positive
4055;motley;strongsubj;negative
4056;mourn;strongsubj;negative
4057;mourner;strongsubj;negative
4058;mournful;strongsubj;negative
4059;mournfully;strongsubj;negative
4060;moving;strongsubj;positive
4061;muddle;weaksubj;negative
4062;muddy;weaksubj;negative
4063;mudslinger;strongsubj;negative
4064;mudslinging;strongsubj;negative
4065;mulish;strongsubj;negative
4066;multipolarization;strongsubj;negative
4067;mundane;strongsubj;negative
4068;murder;weaksubj;negative
4069;murderous;weaksubj;negative
4070;murderously;weaksubj;negative
4071;murky;weaksubj;negative
4072;muscleflexing;strongsubj;negative
4073;myriad;weaksubj;positive
4074;mysterious;strongsubj;negative
4075;mysteriously;strongsubj;negative
4076;mystery;strongsubj;negative
4077;mystify;weaksubj;negative
4078;mistified;weaksubj;negative
4079;myth;strongsubj;negative
4080;nag;strongsubj;negative
4081;nagging;strongsubj;negative
4082;naive;strongsubj;negative
4083;naively;strongsubj;negative
4084;narrow;weaksubj;negative
4085;narrower;strongsubj;negative
4086;nastily;strongsubj;negative
4087;nastiness;strongsubj;negative
4088;nasty;strongsubj;negative
4089;nationalism;strongsubj;negative
4090;natural;weaksubj;positive
4091;naturally;weaksubj;positive
4092;naughty;strongsubj;negative
4093;nauseate;weaksubj;negative
4094;nauseating;strongsubj;negative
4095;nauseatingly;strongsubj;negative
4096;navigable;weaksubj;positive
4097;neat;weaksubj;positive
4098;neatly;weaksubj;positive
4099;nebulous;strongsubj;negative
4100;nebulously;strongsubj;negative
4101;necessarily;weaksubj;positive
4102;necessary;weaksubj;positive
4103;need;weaksubj;negative
4104;needless;weaksubj;negative
4105;needlessly;weaksubj;negative
4106;needy;weaksubj;negative
4107;nefarious;strongsubj;negative
